sep = ,
"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2012","2012",3403,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","GBR","United Kingdom","2013","2013",3424,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2000","2000",3755,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2001","2001",3707,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2002","2002",3783,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2003","2003",3777,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2004","2004",3809,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2005","2005",3828,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2006","2006",3783,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2007","2007",3757,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2008","2008",3700,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2009","2009",3645,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2010","2010",3650,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2011","2011",3649,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2012","2012",3687,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","USA","United States","2013","2013",3682,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2000","2000",2880,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2001","2001",2892,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2002","2002",2927,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2003","2003",3067,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2004","2004",3082,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2005","2005",3078,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2006","2006",3096,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2007","2007",3106,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2008","2008",3178,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2009","2009",3166,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2010","2010",3230,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2011","2011",3286,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2012","2012",3248,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","BRA","Brazil","2013","2013",3263,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","2000","2000",2833,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","2001","2001",2868,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","2002","2002",2900,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","2003","2003",2891,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","2004","2004",2917,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","2005","2005",2909,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","2006","2006",2957,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","2007","2007",2933,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","2008","2008",2943,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","2009","2009",2892,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","2010","2010",2915,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","2011","2011",2956,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","2012","2012",2958,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHL","Chile","2013","2013",2979,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHN","China (People's Republic of)","2000","2000",2808,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHN","China (People's Republic of)","2001","2001",2816,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHN","China (People's Republic of)","2002","2002",2832,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHN","China (People's Republic of)","2003","2003",2833,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHN","China (People's Republic of)","2004","2004",2857,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHN","China (People's Republic of)","2005","2005",2879,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHN","China (People's Republic of)","2006","2006",2883,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHN","China (People's Republic of)","2007","2007",2919,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHN","China (People's Republic of)","2008","2008",2977,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHN","China (People's Republic of)","2009","2009",2994,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHN","China (People's Republic of)","2010","2010",3044,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHN","China (People's Republic of)","2011","2011",3081,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHN","China (People's Republic of)","2012","2012",3100,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","CHN","China (People's Republic of)","2013","2013",3108,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","EST","Estonia","2000","2000",3050,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","EST","Estonia","2001","2001",3046,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","EST","Estonia","2002","2002",3043,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","EST","Estonia","2003","2003",3074,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","EST","Estonia","2004","2004",3080,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","EST","Estonia","2005","2005",3167,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","EST","Estonia","2006","2006",3203,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","EST","Estonia","2007","2007",3222,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","EST","Estonia","2008","2008",3313,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","EST","Estonia","2009","2009",3348,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","EST","Estonia","2010","2010",3310,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","EST","Estonia","2011","2011",3289,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","EST","Estonia","2012","2012",3232,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","EST","Estonia","2013","2013",3253,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IND","India","2000","2000",2380,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IND","India","2001","2001",2333,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IND","India","2002","2002",2285,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IND","India","2003","2003",2282,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IND","India","2004","2004",2256,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IND","India","2005","2005",2270,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IND","India","2006","2006",2334,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IND","India","2007","2007",2400,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IND","India","2008","2008",2427,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IND","India","2009","2009",2415,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IND","India","2010","2010",2442,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IND","India","2011","2011",2455,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IND","India","2012","2012",2435,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IND","India","2013","2013",2459,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IDN","Indonesia","2000","2000",2436,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IDN","Indonesia","2001","2001",2424,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IDN","Indonesia","2002","2002",2451,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IDN","Indonesia","2003","2003",2468,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IDN","Indonesia","2004","2004",2471,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IDN","Indonesia","2005","2005",2468,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IDN","Indonesia","2006","2006",2483,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IDN","Indonesia","2007","2007",2522,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IDN","Indonesia","2008","2008",2544,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IDN","Indonesia","2009","2009",2603,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IDN","Indonesia","2010","2010",2651,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IDN","Indonesia","2011","2011",2712,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IDN","Indonesia","2012","2012",2770,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","IDN","Indonesia","2013","2013",2777,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ISR","Israel","2000","2000",3553,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ISR","Israel","2001","2001",3603,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ISR","Israel","2002","2002",3698,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ISR","Israel","2003","2003",3576,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ISR","Israel","2004","2004",3621,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ISR","Israel","2005","2005",3633,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ISR","Israel","2006","2006",3624,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ISR","Israel","2007","2007",3525,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ISR","Israel","2008","2008",3523,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ISR","Israel","2009","2009",3514,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ISR","Israel","2010","2010",3535,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ISR","Israel","2011","2011",3546,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ISR","Israel","2012","2012",3603,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ISR","Israel","2013","2013",3610,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","RUS","Russia","2000","2000",2877,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","RUS","Russia","2001","2001",2954,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","RUS","Russia","2002","2002",3025,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","RUS","Russia","2003","2003",3064,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","RUS","Russia","2004","2004",3113,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","RUS","Russia","2005","2005",3204,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","RUS","Russia","2006","2006",3247,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","RUS","Russia","2007","2007",3309,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","RUS","Russia","2008","2008",3312,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","RUS","Russia","2009","2009",3273,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","RUS","Russia","2010","2010",3302,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","RUS","Russia","2011","2011",3331,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","RUS","Russia","2012","2012",3366,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","RUS","Russia","2013","2013",3361,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2000","2000",3056,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2001","2001",3055,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2002","2002",3081,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2003","2003",3113,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2004","2004",3158,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2005","2005",3071,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2006","2006",3120,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2007","2007",3143,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2008","2008",3156,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2009","2009",3179,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2010","2010",3176,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2011","2011",3165,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2012","2012",3160,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","SVN","Slovenia","2013","2013",3168,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2000","2000",2886,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2001","2001",2909,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2002","2002",2906,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2003","2003",2929,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2004","2004",2940,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2005","2005",2952,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2006","2006",2927,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2007","2007",2920,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2008","2008",2924,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2009","2009",2936,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2010","2010",2992,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2011","2011",3002,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2012","2012",3014,,
"FOODCALT","Total calories supply","CALPERQT","Kilocalories per capita per day","ZAF","South Africa","2013","2013",3022,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUS","Australia","2000","2000",101.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUS","Australia","2001","2001",100.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUS","Australia","2002","2002",104.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUS","Australia","2003","2003",109.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUS","Australia","2004","2004",101.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUS","Australia","2005","2005",104.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUS","Australia","2006","2006",104.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUS","Australia","2007","2007",108.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUS","Australia","2008","2008",106.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUS","Australia","2009","2009",103.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUS","Australia","2010","2010",103.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUS","Australia","2011","2011",105.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUS","Australia","2012","2012",104.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUS","Australia","2013","2013",106.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUT","Austria","2000","2000",106,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUT","Austria","2001","2001",106.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUT","Austria","2002","2002",106.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUT","Austria","2003","2003",102.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUT","Austria","2004","2004",100.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUT","Austria","2005","2005",102.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUT","Austria","2006","2006",101.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUT","Austria","2007","2007",103.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUT","Austria","2008","2008",101.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUT","Austria","2009","2009",102.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUT","Austria","2010","2010",101.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUT","Austria","2011","2011",103.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUT","Austria","2012","2012",103.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","AUT","Austria","2013","2013",106.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BEL","Belgium","2000","2000",96.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BEL","Belgium","2001","2001",100.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BEL","Belgium","2002","2002",100.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BEL","Belgium","2003","2003",99.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BEL","Belgium","2004","2004",99.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BEL","Belgium","2005","2005",99.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BEL","Belgium","2006","2006",100.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BEL","Belgium","2007","2007",101.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BEL","Belgium","2008","2008",98.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BEL","Belgium","2009","2009",96.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BEL","Belgium","2010","2010",96.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BEL","Belgium","2011","2011",96.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BEL","Belgium","2012","2012",99,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BEL","Belgium","2013","2013",99.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CAN","Canada","2000","2000",106.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CAN","Canada","2001","2001",105.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CAN","Canada","2002","2002",105.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CAN","Canada","2003","2003",104,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CAN","Canada","2004","2004",104.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CAN","Canada","2005","2005",102.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CAN","Canada","2006","2006",103.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CAN","Canada","2007","2007",104.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CAN","Canada","2008","2008",104.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CAN","Canada","2009","2009",103.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CAN","Canada","2010","2010",104.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CAN","Canada","2011","2011",103.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CAN","Canada","2012","2012",104.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CAN","Canada","2013","2013",105,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CZE","Czech Republic","2000","2000",90.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CZE","Czech Republic","2001","2001",92.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CZE","Czech Republic","2002","2002",93,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CZE","Czech Republic","2003","2003",93,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CZE","Czech Republic","2004","2004",96.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CZE","Czech Republic","2005","2005",99.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CZE","Czech Republic","2006","2006",95.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CZE","Czech Republic","2007","2007",95.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CZE","Czech Republic","2008","2008",93.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CZE","Czech Republic","2009","2009",92.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CZE","Czech Republic","2010","2010",92.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CZE","Czech Republic","2011","2011",90.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CZE","Czech Republic","2012","2012",86.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CZE","Czech Republic","2013","2013",87.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","DNK","Denmark","2000","2000",99.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","DNK","Denmark","2001","2001",107.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","DNK","Denmark","2002","2002",107.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","DNK","Denmark","2003","2003",103.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","DNK","Denmark","2004","2004",105.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","DNK","Denmark","2005","2005",115.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","DNK","Denmark","2006","2006",112.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","DNK","Denmark","2007","2007",110.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","DNK","Denmark","2008","2008",109.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","DNK","Denmark","2009","2009",103.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","DNK","Denmark","2010","2010",110.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","DNK","Denmark","2011","2011",106.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","DNK","Denmark","2012","2012",103.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","DNK","Denmark","2013","2013",108.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FIN","Finland","2000","2000",101.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FIN","Finland","2001","2001",102.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FIN","Finland","2002","2002",102.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FIN","Finland","2003","2003",104.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FIN","Finland","2004","2004",105.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FIN","Finland","2005","2005",106,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FIN","Finland","2006","2006",108.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FIN","Finland","2007","2007",110.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FIN","Finland","2008","2008",111.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FIN","Finland","2009","2009",109.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FIN","Finland","2010","2010",112.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FIN","Finland","2011","2011",113.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FIN","Finland","2012","2012",116.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FIN","Finland","2013","2013",117.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FRA","France","2000","2000",117.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FRA","France","2001","2001",119.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FRA","France","2002","2002",118.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FRA","France","2003","2003",116.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FRA","France","2004","2004",114.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FRA","France","2005","2005",111.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FRA","France","2006","2006",111,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","FRA","France","2007","2007",110.6,,
