sep = ,
"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ESP","Spain","2012","2012",104.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ESP","Spain","2013","2013",104.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SWE","Sweden","2000","2000",101.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SWE","Sweden","2001","2001",103.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SWE","Sweden","2002","2002",107.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SWE","Sweden","2003","2003",108.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SWE","Sweden","2004","2004",108.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SWE","Sweden","2005","2005",108,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SWE","Sweden","2006","2006",107.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SWE","Sweden","2007","2007",107.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SWE","Sweden","2008","2008",108.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SWE","Sweden","2009","2009",107.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SWE","Sweden","2010","2010",108.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SWE","Sweden","2011","2011",106.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SWE","Sweden","2012","2012",105.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SWE","Sweden","2013","2013",107.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHE","Switzerland","2000","2000",95.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHE","Switzerland","2001","2001",94.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHE","Switzerland","2002","2002",93.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHE","Switzerland","2003","2003",93.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHE","Switzerland","2004","2004",92.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHE","Switzerland","2005","2005",91.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHE","Switzerland","2006","2006",92.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHE","Switzerland","2007","2007",94,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHE","Switzerland","2008","2008",93.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHE","Switzerland","2009","2009",94.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHE","Switzerland","2010","2010",94.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHE","Switzerland","2011","2011",95.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHE","Switzerland","2012","2012",92.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHE","Switzerland","2013","2013",93.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","TUR","Turkey","2000","2000",105.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","TUR","Turkey","2001","2001",103.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","TUR","Turkey","2002","2002",103.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","TUR","Turkey","2003","2003",102.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","TUR","Turkey","2004","2004",103,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","TUR","Turkey","2005","2005",103.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","TUR","Turkey","2006","2006",103,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","TUR","Turkey","2007","2007",102.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","TUR","Turkey","2008","2008",100.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","TUR","Turkey","2009","2009",100.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","TUR","Turkey","2010","2010",103.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","TUR","Turkey","2011","2011",104.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","TUR","Turkey","2012","2012",107.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","TUR","Turkey","2013","2013",108.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","GBR","United Kingdom","2000","2000",98.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","GBR","United Kingdom","2001","2001",100.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","GBR","United Kingdom","2002","2002",101.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","GBR","United Kingdom","2003","2003",103.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","GBR","United Kingdom","2004","2004",103.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","GBR","United Kingdom","2005","2005",103.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","GBR","United Kingdom","2006","2006",104.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","GBR","United Kingdom","2007","2007",104.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","GBR","United Kingdom","2008","2008",102.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","GBR","United Kingdom","2009","2009",102.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","GBR","United Kingdom","2010","2010",102.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","GBR","United Kingdom","2011","2011",102.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","GBR","United Kingdom","2012","2012",103.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","GBR","United Kingdom","2013","2013",103.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","USA","United States","2000","2000",114.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","USA","United States","2001","2001",112.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","USA","United States","2002","2002",114.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","USA","United States","2003","2003",114.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","USA","United States","2004","2004",115.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","USA","United States","2005","2005",115.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","USA","United States","2006","2006",114.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","USA","United States","2007","2007",114.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","USA","United States","2008","2008",112.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","USA","United States","2009","2009",110.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","USA","United States","2010","2010",110.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","USA","United States","2011","2011",108.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","USA","United States","2012","2012",109.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","USA","United States","2013","2013",109.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BRA","Brazil","2000","2000",79.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BRA","Brazil","2001","2001",79.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BRA","Brazil","2002","2002",81.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BRA","Brazil","2003","2003",84.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BRA","Brazil","2004","2004",83.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BRA","Brazil","2005","2005",83.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BRA","Brazil","2006","2006",84.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BRA","Brazil","2007","2007",85.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BRA","Brazil","2008","2008",88.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BRA","Brazil","2009","2009",88.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BRA","Brazil","2010","2010",91.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BRA","Brazil","2011","2011",94.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BRA","Brazil","2012","2012",93.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","BRA","Brazil","2013","2013",95,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHL","Chile","2000","2000",78.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHL","Chile","2001","2001",79.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHL","Chile","2002","2002",81.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHL","Chile","2003","2003",83.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHL","Chile","2004","2004",84.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHL","Chile","2005","2005",85.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHL","Chile","2006","2006",87.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHL","Chile","2007","2007",85.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHL","Chile","2008","2008",85.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHL","Chile","2009","2009",82.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHL","Chile","2010","2010",83.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHL","Chile","2011","2011",85.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHL","Chile","2012","2012",85.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHL","Chile","2013","2013",87.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHN","China (People's Republic of)","2000","2000",83.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHN","China (People's Republic of)","2001","2001",83.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHN","China (People's Republic of)","2002","2002",84.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHN","China (People's Republic of)","2003","2003",84.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHN","China (People's Republic of)","2004","2004",85.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHN","China (People's Republic of)","2005","2005",86.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHN","China (People's Republic of)","2006","2006",87.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHN","China (People's Republic of)","2007","2007",89.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHN","China (People's Republic of)","2008","2008",91.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHN","China (People's Republic of)","2009","2009",92.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHN","China (People's Republic of)","2010","2010",95,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHN","China (People's Republic of)","2011","2011",95.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHN","China (People's Republic of)","2012","2012",97.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","CHN","China (People's Republic of)","2013","2013",98,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","EST","Estonia","2000","2000",89,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","EST","Estonia","2001","2001",87.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","EST","Estonia","2002","2002",92.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","EST","Estonia","2003","2003",90.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","EST","Estonia","2004","2004",84.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","EST","Estonia","2005","2005",93,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","EST","Estonia","2006","2006",93.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","EST","Estonia","2007","2007",97.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","EST","Estonia","2008","2008",100.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","EST","Estonia","2009","2009",98.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","EST","Estonia","2010","2010",99.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","EST","Estonia","2011","2011",99.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","EST","Estonia","2012","2012",97.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","EST","Estonia","2013","2013",103.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IND","India","2000","2000",56.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IND","India","2001","2001",56.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IND","India","2002","2002",54.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IND","India","2003","2003",54.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IND","India","2004","2004",54,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IND","India","2005","2005",53.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IND","India","2006","2006",55.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IND","India","2007","2007",58,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IND","India","2008","2008",58.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IND","India","2009","2009",57.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IND","India","2010","2010",59.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IND","India","2011","2011",60,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IND","India","2012","2012",59.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IND","India","2013","2013",60.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IDN","Indonesia","2000","2000",52.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IDN","Indonesia","2001","2001",52.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IDN","Indonesia","2002","2002",53.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IDN","Indonesia","2003","2003",53.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IDN","Indonesia","2004","2004",54.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IDN","Indonesia","2005","2005",53.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IDN","Indonesia","2006","2006",55,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IDN","Indonesia","2007","2007",56.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IDN","Indonesia","2008","2008",56.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IDN","Indonesia","2009","2009",57.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IDN","Indonesia","2010","2010",59.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IDN","Indonesia","2011","2011",61.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IDN","Indonesia","2012","2012",61.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","IDN","Indonesia","2013","2013",62.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ISR","Israel","2000","2000",120.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ISR","Israel","2001","2001",123.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ISR","Israel","2002","2002",126.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ISR","Israel","2003","2003",124.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ISR","Israel","2004","2004",128.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ISR","Israel","2005","2005",128.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ISR","Israel","2006","2006",130.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ISR","Israel","2007","2007",127.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ISR","Israel","2008","2008",128.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ISR","Israel","2009","2009",124.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ISR","Israel","2010","2010",125.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ISR","Israel","2011","2011",126.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ISR","Israel","2012","2012",127.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ISR","Israel","2013","2013",128.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","RUS","Russia","2000","2000",85.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","RUS","Russia","2001","2001",86.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","RUS","Russia","2002","2002",88.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","RUS","Russia","2003","2003",90,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","RUS","Russia","2004","2004",90.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","RUS","Russia","2005","2005",94.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","RUS","Russia","2006","2006",95.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","RUS","Russia","2007","2007",98.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","RUS","Russia","2008","2008",99.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","RUS","Russia","2009","2009",99.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","RUS","Russia","2010","2010",101,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","RUS","Russia","2011","2011",101.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","RUS","Russia","2012","2012",103.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","RUS","Russia","2013","2013",102.8,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SVN","Slovenia","2000","2000",102.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SVN","Slovenia","2001","2001",100,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SVN","Slovenia","2002","2002",98.6,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SVN","Slovenia","2003","2003",100.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SVN","Slovenia","2004","2004",99.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SVN","Slovenia","2005","2005",98.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SVN","Slovenia","2006","2006",98.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SVN","Slovenia","2007","2007",98.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SVN","Slovenia","2008","2008",101.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SVN","Slovenia","2009","2009",101.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SVN","Slovenia","2010","2010",100.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SVN","Slovenia","2011","2011",98.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SVN","Slovenia","2012","2012",98.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","SVN","Slovenia","2013","2013",96.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ZAF","South Africa","2000","2000",76.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ZAF","South Africa","2001","2001",76.1,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ZAF","South Africa","2002","2002",74.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ZAF","South Africa","2003","2003",75.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ZAF","South Africa","2004","2004",77.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ZAF","South Africa","2005","2005",78.9,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ZAF","South Africa","2006","2006",79.7,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ZAF","South Africa","2007","2007",81,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ZAF","South Africa","2008","2008",81.2,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ZAF","South Africa","2009","2009",80.4,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ZAF","South Africa","2010","2010",82.3,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ZAF","South Africa","2011","2011",83.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ZAF","South Africa","2012","2012",84.5,,
"FOODPROT","Total protein supply","PROPERQT","Grammes per capita per day","ZAF","South Africa","2013","2013",85.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2000","2000",45,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2001","2001",45.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2002","2002",45.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2003","2003",46.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2004","2004",46.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2005","2005",46.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2006","2006",46.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2007","2007",47.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2008","2008",47,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2009","2009",45.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2010","2010",46.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2011","2011",46.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2012","2012",45.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUS","Australia","2013","2013",46.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUT","Austria","2000","2000",46.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUT","Austria","2001","2001",45.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUT","Austria","2002","2002",44.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUT","Austria","2003","2003",46.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUT","Austria","2004","2004",47.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUT","Austria","2005","2005",49.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUT","Austria","2006","2006",48.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUT","Austria","2007","2007",46.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUT","Austria","2008","2008",48.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUT","Austria","2009","2009",46.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUT","Austria","2010","2010",48.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUT","Austria","2011","2011",47.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUT","Austria","2012","2012",47.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","AUT","Austria","2013","2013",45.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","BEL","Belgium","2000","2000",55,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","BEL","Belgium","2001","2001",54.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","BEL","Belgium","2002","2002",54.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","BEL","Belgium","2003","2003",54.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","BEL","Belgium","2004","2004",53.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","BEL","Belgium","2005","2005",53.2,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","BEL","Belgium","2006","2006",51,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","BEL","Belgium","2007","2007",50.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","BEL","Belgium","2008","2008",52.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","BEL","Belgium","2009","2009",54.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","BEL","Belgium","2010","2010",57.1,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","BEL","Belgium","2011","2011",50.5,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","BEL","Belgium","2012","2012",55.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","BEL","Belgium","2013","2013",52.4,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2000","2000",50.6,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2001","2001",52.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2002","2002",55.7,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2003","2003",55.9,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2004","2004",54.3,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2005","2005",53.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2006","2006",52.8,,
"FOODSUCR","Sugar supply","KGPPERNB","Kilos per capita per year","CAN","Canada","2007","2007",53.3,,
